var1(t-5),var2(t-5),var3(t-5),var4(t-5),var5(t-5),var6(t-5),var7(t-5),var8(t-5),var9(t-5),var10(t-5),var11(t-5),var1(t-4),var2(t-4),var3(t-4),var4(t-4),var5(t-4),var6(t-4),var7(t-4),var8(t-4),var9(t-4),var10(t-4),var11(t-4),var1(t-3),var2(t-3),var3(t-3),var4(t-3),var5(t-3),var6(t-3),var7(t-3),var8(t-3),var9(t-3),var10(t-3),var11(t-3),var1(t-2),var2(t-2),var3(t-2),var4(t-2),var5(t-2),var6(t-2),var7(t-2),var8(t-2),var9(t-2),var10(t-2),var11(t-2),var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var10(t-1),var11(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t),var8(t),var9(t),var10(t),var11(t),y0
0.096,0.0839934354125361,0.6287626426442556,985.3515625,52.733122150357936,0.0741789985651262,6593.0,0.8400000000000001,6.120330670161392,9.258404035400671,1.2716598450872434,0.097,0.0521419073313329,0.648291081310854,985.3515625,51.20104885356682,0.0753824568113952,6867.0,0.757,4.895038124363965,7.450863737872808,1.277741723778731,0.1,0.0328079981150362,0.513475308823208,985.3515625,50.77936069988794,0.0762297744691993,6637.0,0.903,6.59847157495182,9.907937937283563,1.265456248574771,0.1,0.0414859617161287,1.1579527230048088,985.3515625,51.07981538139996,0.0787236764660297,6659.0,1.184,7.723216537814513,11.794196945570867,1.281033125893808,0.103,0.0282239443681934,0.6031769286310373,985.3515625,50.27922624279745,0.0784742907367796,6765.0,0.782,4.982523528775831,7.622801546687599,1.2788955235683803,0.103,0.0268529723014102,0.4560936214628652,986.328125,49.566302186957145,0.0783146413938072,6729.0,0.8049999999999999,5.605592928562068,8.46778901962475,1.269929282418339,0.0
0.097,0.0521419073313329,0.648291081310854,985.3515625,51.20104885356682,0.0753824568113952,6867.0,0.757,4.895038124363965,7.450863737872808,1.277741723778731,0.1,0.0328079981150362,0.513475308823208,985.3515625,50.77936069988794,0.0762297744691993,6637.0,0.903,6.59847157495182,9.907937937283563,1.265456248574771,0.1,0.0414859617161287,1.1579527230048088,985.3515625,51.07981538139996,0.0787236764660297,6659.0,1.184,7.723216537814513,11.794196945570867,1.281033125893808,0.103,0.0282239443681934,0.6031769286310373,985.3515625,50.27922624279745,0.0784742907367796,6765.0,0.782,4.982523528775831,7.622801546687599,1.2788955235683803,0.103,0.0268529723014102,0.4560936214628652,986.328125,49.566302186957145,0.0783146413938072,6729.0,0.8049999999999999,5.605592928562068,8.46778901962475,1.269929282418339,0.103,0.0585945791507251,0.4786149756059892,985.3515625,52.8294099102023,0.0786324432585717,6566.0,0.796,4.934350045872499,7.455333193104166,1.2694129000321206,0.0
0.1,0.0328079981150362,0.513475308823208,985.3515625,50.77936069988794,0.0762297744691993,6637.0,0.903,6.59847157495182,9.907937937283563,1.265456248574771,0.1,0.0414859617161287,1.1579527230048088,985.3515625,51.07981538139996,0.0787236764660297,6659.0,1.184,7.723216537814513,11.794196945570867,1.281033125893808,0.103,0.0282239443681934,0.6031769286310373,985.3515625,50.27922624279745,0.0784742907367796,6765.0,0.782,4.982523528775831,7.622801546687599,1.2788955235683803,0.103,0.0268529723014102,0.4560936214628652,986.328125,49.566302186957145,0.0783146413938072,6729.0,0.8049999999999999,5.605592928562068,8.46778901962475,1.269929282418339,0.103,0.0585945791507251,0.4786149756059892,985.3515625,52.8294099102023,0.0786324432585717,6566.0,0.796,4.934350045872499,7.455333193104166,1.2694129000321206,0.103,0.0825818179550482,0.4719824550317826,985.3515625,51.77365773638606,0.0777728802246483,6602.0,0.749,5.336050289011607,8.061922289052822,1.2701481055302222,0.0
0.1,0.0414859617161287,1.1579527230048088,985.3515625,51.07981538139996,0.0787236764660297,6659.0,1.184,7.723216537814513,11.794196945570867,1.281033125893808,0.103,0.0282239443681934,0.6031769286310373,985.3515625,50.27922624279745,0.0784742907367796,6765.0,0.782,4.982523528775831,7.622801546687599,1.2788955235683803,0.103,0.0268529723014102,0.4560936214628652,986.328125,49.566302186957145,0.0783146413938072,6729.0,0.8049999999999999,5.605592928562068,8.46778901962475,1.269929282418339,0.103,0.0585945791507251,0.4786149756059892,985.3515625,52.8294099102023,0.0786324432585717,6566.0,0.796,4.934350045872499,7.455333193104166,1.2694129000321206,0.103,0.0825818179550482,0.4719824550317826,985.3515625,51.77365773638606,0.0777728802246483,6602.0,0.749,5.336050289011607,8.061922289052822,1.2701481055302222,0.105,-0.0080602937107414,0.404514320897305,986.328125,51.45899355409294,0.0790294298426225,6643.0,0.747,4.884256419015951,7.375026387154878,1.2689100800902766,0.0
0.103,0.0282239443681934,0.6031769286310373,985.3515625,50.27922624279745,0.0784742907367796,6765.0,0.782,4.982523528775831,7.622801546687599,1.2788955235683803,0.103,0.0268529723014102,0.4560936214628652,986.328125,49.566302186957145,0.0783146413938072,6729.0,0.8049999999999999,5.605592928562068,8.46778901962475,1.269929282418339,0.103,0.0585945791507251,0.4786149756059892,985.3515625,52.8294099102023,0.0786324432585717,6566.0,0.796,4.934350045872499,7.455333193104166,1.2694129000321206,0.103,0.0825818179550482,0.4719824550317826,985.3515625,51.77365773638606,0.0777728802246483,6602.0,0.749,5.336050289011607,8.061922289052822,1.2701481055302222,0.105,-0.0080602937107414,0.404514320897305,986.328125,51.45899355409294,0.0790294298426225,6643.0,0.747,4.884256419015951,7.375026387154878,1.2689100800902766,0.1,0.0463210669448822,0.3252033150483178,986.328125,49.82153691041038,0.0757175598983031,6508.0,0.722,4.992236946194447,7.486310653150403,1.2642175979367836,0.0
0.103,0.0268529723014102,0.4560936214628652,986.328125,49.566302186957145,0.0783146413938072,6729.0,0.8049999999999999,5.605592928562068,8.46778901962475,1.269929282418339,0.103,0.0585945791507251,0.4786149756059892,985.3515625,52.8294099102023,0.0786324432585717,6566.0,0.796,4.934350045872499,7.455333193104166,1.2694129000321206,0.103,0.0825818179550482,0.4719824550317826,985.3515625,51.77365773638606,0.0777728802246483,6602.0,0.749,5.336050289011607,8.061922289052822,1.2701481055302222,0.105,-0.0080602937107414,0.404514320897305,986.328125,51.45899355409294,0.0790294298426225,6643.0,0.747,4.884256419015951,7.375026387154878,1.2689100800902766,0.1,0.0463210669448822,0.3252033150483178,986.328125,49.82153691041038,0.0757175598983031,6508.0,0.722,4.992236946194447,7.486310653150403,1.2642175979367836,0.105,0.0335197467618949,0.4552119318712826,985.3515625,52.142744540088096,0.0792411164801179,6562.0,0.815,5.047884454030405,7.63285583971154,1.2705130374124174,0.0
0.103,0.0585945791507251,0.4786149756059892,985.3515625,52.8294099102023,0.0786324432585717,6566.0,0.796,4.934350045872499,7.455333193104166,1.2694129000321206,0.103,0.0825818179550482,0.4719824550317826,985.3515625,51.77365773638606,0.0777728802246483,6602.0,0.749,5.336050289011607,8.061922289052822,1.2701481055302222,0.105,-0.0080602937107414,0.404514320897305,986.328125,51.45899355409294,0.0790294298426225,6643.0,0.747,4.884256419015951,7.375026387154878,1.2689100800902766,0.1,0.0463210669448822,0.3252033150483178,986.328125,49.82153691041038,0.0757175598983031,6508.0,0.722,4.992236946194447,7.486310653150403,1.2642175979367836,0.105,0.0335197467618949,0.4552119318712826,985.3515625,52.142744540088096,0.0792411164801179,6562.0,0.815,5.047884454030405,7.63285583971154,1.2705130374124174,0.1,0.0195652981323876,0.6415150749455001,985.3515625,49.08722378984067,0.077638908086269,6705.0,0.913,6.105186325821477,9.287940350606345,1.2761655417786268,0.0
0.103,0.0825818179550482,0.4719824550317826,985.3515625,51.77365773638606,0.0777728802246483,6602.0,0.749,5.336050289011607,8.061922289052822,1.2701481055302222,0.105,-0.0080602937107414,0.404514320897305,986.328125,51.45899355409294,0.0790294298426225,6643.0,0.747,4.884256419015951,7.375026387154878,1.2689100800902766,0.1,0.0463210669448822,0.3252033150483178,986.328125,49.82153691041038,0.0757175598983031,6508.0,0.722,4.992236946194447,7.486310653150403,1.2642175979367836,0.105,0.0335197467618949,0.4552119318712826,985.3515625,52.142744540088096,0.0792411164801179,6562.0,0.815,5.047884454030405,7.63285583971154,1.2705130374124174,0.1,0.0195652981323876,0.6415150749455001,985.3515625,49.08722378984067,0.077638908086269,6705.0,0.913,6.105186325821477,9.287940350606345,1.2761655417786268,0.103,0.0257700551009953,0.3647260382142652,985.3515625,52.599606493572175,0.077404580876231,6646.0,0.778,5.167652811654581,7.781061465792792,1.2670309845703651,0.0
0.105,-0.0080602937107414,0.404514320897305,986.328125,51.45899355409294,0.0790294298426225,6643.0,0.747,4.884256419015951,7.375026387154878,1.2689100800902766,0.1,0.0463210669448822,0.3252033150483178,986.328125,49.82153691041038,0.0757175598983031,6508.0,0.722,4.992236946194447,7.486310653150403,1.2642175979367836,0.105,0.0335197467618949,0.4552119318712826,985.3515625,52.142744540088096,0.0792411164801179,6562.0,0.815,5.047884454030405,7.63285583971154,1.2705130374124174,0.1,0.0195652981323876,0.6415150749455001,985.3515625,49.08722378984067,0.077638908086269,6705.0,0.913,6.105186325821477,9.287940350606345,1.2761655417786268,0.103,0.0257700551009953,0.3647260382142652,985.3515625,52.599606493572175,0.077404580876231,6646.0,0.778,5.167652811654581,7.781061465792792,1.2670309845703651,0.105,0.036749791511127,0.5982531546782224,985.3515625,49.4124714776358,0.0798646872010324,6618.0,0.852,5.258894947435174,7.998841482618217,1.2757200905039798,0.0
0.1,0.0463210669448822,0.3252033150483178,986.328125,49.82153691041038,0.0757175598983031,6508.0,0.722,4.992236946194447,7.486310653150403,1.2642175979367836,0.105,0.0335197467618949,0.4552119318712826,985.3515625,52.142744540088096,0.0792411164801179,6562.0,0.815,5.047884454030405,7.63285583971154,1.2705130374124174,0.1,0.0195652981323876,0.6415150749455001,985.3515625,49.08722378984067,0.077638908086269,6705.0,0.913,6.105186325821477,9.287940350606345,1.2761655417786268,0.103,0.0257700551009953,0.3647260382142652,985.3515625,52.599606493572175,0.077404580876231,6646.0,0.778,5.167652811654581,7.781061465792792,1.2670309845703651,0.105,0.036749791511127,0.5982531546782224,985.3515625,49.4124714776358,0.0798646872010324,6618.0,0.852,5.258894947435174,7.998841482618217,1.2757200905039798,0.103,0.0248877262102981,0.5511103583412886,985.3515625,50.404821299436165,0.0792169800714507,6603.0,0.8049999999999999,5.327140716792938,8.047221626040905,1.270695077171004,0.0
0.105,0.0335197467618949,0.4552119318712826,985.3515625,52.142744540088096,0.0792411164801179,6562.0,0.815,5.047884454030405,7.63285583971154,1.2705130374124174,0.1,0.0195652981323876,0.6415150749455001,985.3515625,49.08722378984067,0.077638908086269,6705.0,0.913,6.105186325821477,9.287940350606345,1.2761655417786268,0.103,0.0257700551009953,0.3647260382142652,985.3515625,52.599606493572175,0.077404580876231,6646.0,0.778,5.167652811654581,7.781061465792792,1.2670309845703651,0.105,0.036749791511127,0.5982531546782224,985.3515625,49.4124714776358,0.0798646872010324,6618.0,0.852,5.258894947435174,7.998841482618217,1.2757200905039798,0.103,0.0248877262102981,0.5511103583412886,985.3515625,50.404821299436165,0.0792169800714507,6603.0,0.8049999999999999,5.327140716792938,8.047221626040905,1.270695077171004,0.1,-0.0134836139946224,0.5530516614826189,985.3515625,52.810758724267785,0.0786617772193871,6661.0,0.725,4.500279710343897,6.844010976144926,1.276343571157088,0.0
0.1,0.0195652981323876,0.6415150749455001,985.3515625,49.08722378984067,0.077638908086269,6705.0,0.913,6.105186325821477,9.287940350606345,1.2761655417786268,0.103,0.0257700551009953,0.3647260382142652,985.3515625,52.599606493572175,0.077404580876231,6646.0,0.778,5.167652811654581,7.781061465792792,1.2670309845703651,0.105,0.036749791511127,0.5982531546782224,985.3515625,49.4124714776358,0.0798646872010324,6618.0,0.852,5.258894947435174,7.998841482618217,1.2757200905039798,0.103,0.0248877262102981,0.5511103583412886,985.3515625,50.404821299436165,0.0792169800714507,6603.0,0.8049999999999999,5.327140716792938,8.047221626040905,1.270695077171004,0.1,-0.0134836139946224,0.5530516614826189,985.3515625,52.810758724267785,0.0786617772193871,6661.0,0.725,4.500279710343897,6.844010976144926,1.276343571157088,0.103,0.0164555313351936,0.4799660990734953,985.3515625,52.62749669090936,0.078453383600948,6533.0,0.8200000000000001,5.59567962336675,8.429401495123948,1.267759395527615,0.0
0.103,0.0257700551009953,0.3647260382142652,985.3515625,52.599606493572175,0.077404580876231,6646.0,0.778,5.167652811654581,7.781061465792792,1.2670309845703651,0.105,0.036749791511127,0.5982531546782224,985.3515625,49.4124714776358,0.0798646872010324,6618.0,0.852,5.258894947435174,7.998841482618217,1.2757200905039798,0.103,0.0248877262102981,0.5511103583412886,985.3515625,50.404821299436165,0.0792169800714507,6603.0,0.8049999999999999,5.327140716792938,8.047221626040905,1.270695077171004,0.1,-0.0134836139946224,0.5530516614826189,985.3515625,52.810758724267785,0.0786617772193871,6661.0,0.725,4.500279710343897,6.844010976144926,1.276343571157088,0.103,0.0164555313351936,0.4799660990734953,985.3515625,52.62749669090936,0.078453383600948,6533.0,0.8200000000000001,5.59567962336675,8.429401495123948,1.267759395527615,0.103,0.0203905108983831,0.4477488811593342,986.328125,51.73783912356796,0.0776227741604187,6485.0,0.849,5.217540913482537,7.86394618891626,1.2674247718467753,0.0
0.105,0.036749791511127,0.5982531546782224,985.3515625,49.4124714776358,0.0798646872010324,6618.0,0.852,5.258894947435174,7.998841482618217,1.2757200905039798,0.103,0.0248877262102981,0.5511103583412886,985.3515625,50.404821299436165,0.0792169800714507,6603.0,0.8049999999999999,5.327140716792938,8.047221626040905,1.270695077171004,0.1,-0.0134836139946224,0.5530516614826189,985.3515625,52.810758724267785,0.0786617772193871,6661.0,0.725,4.500279710343897,6.844010976144926,1.276343571157088,0.103,0.0164555313351936,0.4799660990734953,985.3515625,52.62749669090936,0.078453383600948,6533.0,0.8200000000000001,5.59567962336675,8.429401495123948,1.267759395527615,0.103,0.0203905108983831,0.4477488811593342,986.328125,51.73783912356796,0.0776227741604187,6485.0,0.849,5.217540913482537,7.86394618891626,1.2674247718467753,0.103,0.0035138311433547,0.341445316373242,985.3515625,50.53138494349468,0.0778255583294901,6361.0,0.761,4.574332746741145,6.882695085024343,1.265981916230109,0.0
0.103,0.0248877262102981,0.5511103583412886,985.3515625,50.404821299436165,0.0792169800714507,6603.0,0.8049999999999999,5.327140716792938,8.047221626040905,1.270695077171004,0.1,-0.0134836139946224,0.5530516614826189,985.3515625,52.810758724267785,0.0786617772193871,6661.0,0.725,4.500279710343897,6.844010976144926,1.276343571157088,0.103,0.0164555313351936,0.4799660990734953,985.3515625,52.62749669090936,0.078453383600948,6533.0,0.8200000000000001,5.59567962336675,8.429401495123948,1.267759395527615,0.103,0.0203905108983831,0.4477488811593342,986.328125,51.73783912356796,0.0776227741604187,6485.0,0.849,5.217540913482537,7.86394618891626,1.2674247718467753,0.103,0.0035138311433547,0.341445316373242,985.3515625,50.53138494349468,0.0778255583294901,6361.0,0.761,4.574332746741145,6.882695085024343,1.265981916230109,0.103,-0.032123571823408,0.5964296522845256,985.3515625,51.64179145218832,0.0789331606338948,6625.0,0.874,5.967073866262322,9.074998098703496,1.2763602733939343,0.0
0.1,-0.0134836139946224,0.5530516614826189,985.3515625,52.810758724267785,0.0786617772193871,6661.0,0.725,4.500279710343897,6.844010976144926,1.276343571157088,0.103,0.0164555313351936,0.4799660990734953,985.3515625,52.62749669090936,0.078453383600948,6533.0,0.8200000000000001,5.59567962336675,8.429401495123948,1.267759395527615,0.103,0.0203905108983831,0.4477488811593342,986.328125,51.73783912356796,0.0776227741604187,6485.0,0.849,5.217540913482537,7.86394618891626,1.2674247718467753,0.103,0.0035138311433547,0.341445316373242,985.3515625,50.53138494349468,0.0778255583294901,6361.0,0.761,4.574332746741145,6.882695085024343,1.265981916230109,0.103,-0.032123571823408,0.5964296522845256,985.3515625,51.64179145218832,0.0789331606338948,6625.0,0.874,5.967073866262322,9.074998098703496,1.2763602733939343,0.105,0.0615529850342146,0.506380111063577,985.3515625,52.28243342545864,0.0790285478605872,6703.0,0.8029999999999999,5.25126693118661,7.939809430363366,1.270323078046217,0.0
