aMean_0,std_0,irq_0,skew_0,kurtosis_0,f0_0,Pf0_0,Xrms_0,zeroX_0,p2p_0,crest_0,clearance_0,shape_0,impulse_0,aMean_1,std_1,irq_1,skew_1,kurtosis_1,f0_1,Pf0_1,Xrms_1,zeroX_1,p2p_1,crest_1,clearance_1,shape_1,impulse_1,aMean_2,std_2,irq_2,skew_2,kurtosis_2,f0_2,Pf0_2,Xrms_2,zeroX_2,p2p_2,crest_2,clearance_2,shape_2,impulse_2,aMean_3,std_3,irq_3,skew_3,kurtosis_3,f0_3,Pf0_3,Xrms_3,zeroX_3,p2p_3,crest_3,clearance_3,shape_3,impulse_3,covar_01,covar_02,covar_03,covar_12,covar_13,covar_23,y0,y1,y2,y3
0.058332421875000005,0.07347672493030497,0.096,0.08399343541253611,0.6287626426442556,985.3515625,52.733122150357936,0.07417899856512623,6593.0,0.8400000000000001,6.120330670161392,9.258404035400673,1.2716598450872434,7.782978751900141,0.071831591796875,0.09005567329323882,0.119,0.1269148604382792,0.5068005370841773,985.3515625,55.024865952876155,0.09094388696428075,7255.0,0.9770000000000001,5.102047157740699,7.667231246396976,1.2660708845413229,6.459553357972308,0.083244287109375,0.10843615678854605,0.132,0.2048397164096873,3.213074668222573,985.3515625,48.83782885753852,0.10940413919878957,8758.0,1.934,9.350651698298067,14.792614143312296,1.3142540226819774,12.2891316091863,0.04306494140625,0.05316768826428666,0.073,-0.02208000883499846,0.06595905114862788,985.3515625,46.46367915703009,0.05410346803954669,6446.0,0.457,3.567238977341111,5.323107457985894,1.2563228062744947,4.481603682664943,0.0013977466374138219,-0.0005005630372929661,-0.00030435398554235437,-0.0002945644113687153,-0.0008369010071006431,0.00021441658311753813,0.0,0.0,0.0,0.0
0.058996630859374996,0.0753399606664759,0.097,0.052141907331332935,0.648291081310854,985.3515625,51.201048853566824,0.07538245681139528,6867.0,0.757,4.895038124363965,7.450863737872808,1.277741723778731,6.254594450987419,0.07400830078125,0.09338605944642173,0.125,0.0700884493685654,0.25301376937623843,985.3515625,53.92564690972292,0.09341888819652586,7441.0,0.938,4.891944325419571,7.3250003983449865,1.2622758151500963,6.174983011037878,0.08443881835937501,0.10979243798283218,0.137,-0.02385357613917014,1.3952499379815348,985.3515625,47.5890886347041,0.10981733168262023,8741.0,1.433,6.847735129581664,10.717552609531749,1.3005550505838823,8.90585650783811,0.044539941406250005,0.055974485370543406,0.07600000000000001,0.0015824146174222178,0.10753933160081752,985.3515625,45.916578813678306,0.05610085870694182,6771.0,0.478,4.43843473592302,6.6463396479702475,1.2595629211822346,5.590487821455899,0.0012874006254120077,-0.0002890080441993362,-0.00018772241841585432,-0.00021601970639130325,-0.0008521221273926949,0.0003216227503393341,0.0,0.0,0.0,0.0
0.06023896484375,0.07619115295752693,0.1,0.032807998115036284,0.513475308823208,985.3515625,50.77936069988794,0.07622977446919937,6637.0,0.903,6.5984715749518195,9.907937937283565,1.2654562485747707,8.350077085565788,0.074223486328125,0.09370484802698949,0.1255,0.09658256297861732,0.310789228477665,985.3515625,53.82520868704261,0.0937178978891739,7308.0,0.994,5.239127328492067,7.8465184467480364,1.2626447843593411,6.615156795914997,0.08392221679687499,0.10985214603217672,0.137,0.056560666319353144,2.639947862656677,985.3515625,47.51135379291999,0.10986104971344769,8919.0,1.719,8.492545833428304,13.351389768806689,1.309081836807945,11.117437498799985,0.04444199218750001,0.05603830211162125,0.07600000000000001,0.07044906046529885,0.25723641276594833,985.3515625,45.588749641550635,0.0561452192491155,6574.0,0.688,6.305078237014397,9.483004090145405,1.2633371387187096,7.965439499347374,0.001348565535941544,-0.0005028961955883162,-0.0002835071929629132,-0.0004873915289962622,-0.001029657544914531,0.00035561336675107733,0.0,0.0,0.0,0.0
0.061453271484375,0.07869267213116003,0.1,0.04148596171612877,1.1579527230048088,985.3515625,51.07981538139996,0.07872367646602974,6659.0,1.184,7.723216537814513,11.794196945570867,1.2810331258938081,9.893696223391279,0.07384311523437499,0.09291856224234049,0.122,0.1058340404268848,0.23534074042490039,985.3515625,53.51362308295981,0.09294709910708282,7361.0,1.043,6.121761792097077,9.130901559689404,1.2587104269920435,7.705525399274089,0.08446240234374999,0.11062445389246962,0.137,0.033550084888471415,2.6827791177441718,985.3515625,47.22188879290729,0.11066653439923697,8973.0,1.951,9.1807338642657,14.450541716309672,1.310246113398952,12.029020863804279,0.045081103515625005,0.056685515402254964,0.07600000000000001,-0.03632709701957428,0.8061900787493546,985.3515625,45.490676301782926,0.05680743024340544,6569.0,1.038,9.03050882255939,13.503734726351203,1.2601162308219922,11.379490739888286,0.0014103587900710598,-0.0004551549456674747,-0.00022127757558762552,-0.0005254783071177714,-0.0009605265152884315,0.00027245668550233623,0.0,0.0,0.0,0.0
0.06136098632812501,0.07843937915810094,0.10300000000000001,0.028223944368193445,0.6031769286310373,985.3515625,50.27922624279745,0.07847429073677968,6765.0,0.782,4.982523528775831,7.622801546687599,1.2788955235683805,6.372127037025542,0.075606396484375,0.09533754944326622,0.127,0.09796563331631271,0.22630879489770805,985.3515625,53.03286901321552,0.09534796855424806,7230.0,0.938,4.740530992465093,7.079107181359144,1.2611098132940761,5.978330154822435,0.08283671875,0.10750198222142786,0.134,-0.0028921584715914796,1.5783946520336105,985.3515625,46.939253338258496,0.1075055998723148,8759.0,1.516,6.929871568409851,10.783661793196849,1.2978012829885877,8.993596212428441,0.045118310546875005,0.056778042015570775,0.07600000000000001,0.019007516695883162,0.13895379679433084,985.3515625,45.01463717507265,0.05684094146786386,6613.0,0.45599999999999996,4.292680481690301,6.429704439098058,1.2598198110456684,5.408003913322503,0.0016684258135835218,-0.0005097813819615901,-0.0003099544950653529,-0.0005482836379597314,-0.001049669511634345,0.00035549872550940124,0.0,0.0,0.0,0.0
0.061668505859375,0.0782997316393255,0.10300000000000001,0.02685297230141027,0.45609362146286525,986.328125,49.566302186957145,0.07831464139380723,6729.0,0.8049999999999999,5.605592928562068,8.46778901962475,1.269929282418339,7.118706605298142,0.07328051757812501,0.09239555730055114,0.124,0.06080463418952145,0.18563759722622164,986.328125,52.185454956451515,0.09240471945595839,7198.0,0.96,6.211803935767348,9.304090089038587,1.2609725273493722,7.8329141082833305,0.084885693359375,0.11051672154666935,0.139,0.07741403699776925,1.8624281531683406,231.4453125,48.46286137763884,0.11051722747318345,8724.0,1.643,7.799688968936184,12.183789145783612,1.3019535224303806,10.15483252696785,0.044170654296875,0.05549558444375201,0.07300000000000001,0.012741574472742222,0.14940733837719256,986.328125,44.29564881867469,0.055565926760892545,6600.0,0.489,4.4451701680937195,6.627394455605638,1.2579828767631305,5.591947955760185,0.001509201891006775,-0.00047550461714162596,-0.00036630149537473974,-0.0004052243933929842,-0.0010440820600023007,0.00034049762322026147,0.0,0.0,0.0,0.0
0.061943945312500005,0.07861795127246288,0.10300000000000001,0.05859457915072518,0.4786149756059892,985.3515625,52.8294099102023,0.07863244325857172,6566.0,0.796,4.934350045872499,7.455333193104166,1.2694129000321206,6.263727601504637,0.07459233398437501,0.09390546430095827,0.127,0.09921385444321786,0.2501083955512966,985.3515625,55.46998520546246,0.09391848531980074,6966.0,1.04,6.20751067284394,9.270977575129171,1.2590903153596724,7.815816570669608,0.08262333984375,0.10737448765143588,0.131,0.145616759328023,1.82203297869229,985.3515625,49.75814972098994,0.10738791213109136,8626.0,1.6139999999999999,8.34358339052377,13.006944718248505,1.2997285311169209,10.844393384417,0.04465830078125001,0.05620543015589045,0.07300000000000001,-0.019774749352839443,0.10779375483252984,985.3515625,47.491562149453024,0.05627907668624504,6538.0,0.45599999999999996,4.246693692798502,6.3629525355641485,1.2602153620200898,5.351748629458496,0.0016417859434035328,-0.0005856603270614103,-0.0003041100466102469,-0.0004986872661333331,-0.0010615063379426021,0.0005543853784478916,0.0,0.0,0.0,0.0
0.061231347656250004,0.07774836785247363,0.10300000000000001,0.0825818179550482,0.4719824550317826,985.3515625,51.77365773638606,0.07777288022464836,6602.0,0.749,5.336050289011607,8.061922289052822,1.2701481055302222,6.777574165602088,0.07417060546875001,0.09322648710576405,0.124,0.08691282295565271,0.1037504492141541,985.3515625,54.625823335700204,0.09324051612714428,7054.0,0.82,4.397230056523039,6.54708403605643,1.257108736511918,5.527796320507907,0.08202099609374999,0.10622157257500743,0.134,0.001465627477614729,1.4448963659987744,231.4453125,48.898818021779775,0.10623263552958902,8640.0,1.5470000000000002,7.2576567093193605,11.26687264779839,1.2951883126140669,9.400032146875503,0.043840087890625004,0.05545711049669756,0.07300000000000001,-0.017148859775743333,0.20979100466934808,985.3515625,46.59107419181041,0.05550468422307369,6657.0,0.456,4.125777908755367,6.227731372020503,1.2660714632130814,5.223529673830115,0.001517428534880624,-0.00052116695214076,-0.000298845168025592,-0.0004378821509038223,-0.0010326465816783731,0.00039276289164548125,0.0,0.0,0.0,0.0
0.062281347656250007,0.07900812436643824,0.105,-0.008060293710741403,0.404514320897305,986.328125,51.45899355409294,0.07902942984262255,6643.0,0.747,4.884256419015951,7.375026387154878,1.2689100800902766,6.197682203834979,0.075808203125,0.09585823771284557,0.124,0.03530401451886395,0.45142640681747537,986.328125,54.0837651004761,0.09585924383650357,7247.0,1.07,4.767406686197671,7.15910090260036,1.2644969790200864,6.028371352457116,0.08437338867187501,0.11058130918898358,0.134,0.03416131914349476,2.3845540569234327,986.328125,48.2571539410566,0.11058641872246056,8829.0,1.736,8.744292573818544,13.780864464613378,1.310678881851327,11.460959613233353,0.04427329101562501,0.05579871845211844,0.07300000000000001,0.008342651966999307,0.15983731154509373,986.328125,45.88977140274263,0.05585509861253156,6734.0,0.557,4.064087355295988,6.092788362346727,1.2615980725900653,5.127244774279074,0.0017411825028459036,-0.0004964652970058507,-0.000253512031103127,-0.0004981495328961223,-0.0010697069965440972,0.00047773264410388793,0.0,0.0,0.0,0.0
0.059892822265625,0.07569037424877802,0.1,0.046321066944882264,0.3252033150483178,986.328125,49.82153691041038,0.07571755989830314,6508.0,0.722,4.9922369461944465,7.486310653150403,1.2642175979367836,6.311273800449207,0.07511679687499999,0.09472862609017552,0.127,0.08951343846820184,0.19603235889333703,986.328125,52.94282042802549,0.09474187125009063,7047.0,0.883,4.401433014756937,6.584457287725525,1.2612607990693245,5.5513549212424405,0.084503955078125,0.10975704862407255,0.137,0.0062993013316432625,1.4615057334105153,231.4453125,51.75537737812561,0.10977074854590418,8579.0,1.445,7.114828042494396,11.093738389123473,1.2990013123577435,9.242170964399897,0.04397231445312501,0.05539158215743859,0.07300000000000001,0.02968552645873015,0.20610664754092234,986.328125,44.92586090960846,0.0554596132439803,6630.0,0.5449999999999999,5.247061473721794,7.873332555805245,1.2612393487520628,6.617800395978914,0.0018006545371220602,-0.0004216420069057975,-0.0003433082837501793,-0.00039469469208072136,-0.0011516666565111289,0.0003931757528887252,0.0,0.0,0.0,0.0
